player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available,act,slate_id,week,sub,eng,tier,pw
00-0039163,C.J. Stroud,QB,HOU,5500,44132580,15.2795,15.2795,1.0,1.076313625831527,16.445492996771627,CIN,24.0,45.5,1.0,1.0,8.0756,statline_mc+recal_10_4b,4.193484347590841,31.582002625281287,35.6135,275.2062731316512,1.81025,1.93225,8.999839063739325,0.08725,0.0,0.0,0.0,0.0,19.835234831639976,-3.389741834868349,15.0,9.5,81.48595505617978,6.3213936269608615,3.7258193827182655,,classic,True,20.02,dk_classic_wk2_main_20Sep2026,2,main,19.835234831639976,5-6k,00-0039163_2
00-0036358,CeeDee Lamb,WR,DAL,7300,44132968,13.1025,13.1025,1.0,1.231930637566335,16.14133053684209,WAS,27.47,50.89,1.0,1.0,9.1491,statline_mc+recal_10_4b,4.469184875429483,34.16012957702709,0.0,0.0,0.0,0.5475,3.820032086718229,0.023,7.18775,4.42875,67.21705544862917,0.4525,14.96295875353474,1.17837178330735,15.6,21.8,95.26075619295958,17.59363625224876,10.99915115213215,,classic,True,38.3,dk_classic_wk2_main_20Sep2026,2,main,14.96295875353474,6-7.5k,00-0036358_2
00-0038597,Chase Brown,RB,CIN,6900,44132664,16.4743,16.4743,1.0,0.9641976231407428,15.884446013951235,HOU,21.5,45.5,1.0,1.0,8.3228,statline_mc+recal_10_4b,5.70641281360458,30.49316249081681,0.0,0.0,0.0,11.58225,44.50436424066226,0.36575,4.415,3.383,24.47116987265881,0.1195,13.574803411332107,2.309642602619128,17.2,6.0,83.04264102564103,9.778022648008104,8.260121917516434,,classic,True,11.2,dk_classic_wk2_main_20Sep2026,2,main,13.574803411332107,6-7.5k,00-0038597_2
00-0034844,Saquon Barkley,RB,PHI,7000,44132662,15.1657,15.1657,1.0,1.0462665371103967,15.867342440040249,TEN,23.33,39.5,1.0,1.0,8.3223,statline_mc+recal_10_4b,5.940936270907185,30.20919367368565,0.0,0.0,0.0,12.53125,59.93585488093577,0.33625,2.52475,1.86975,14.756639006263237,0.0685,12.2737493887199,3.5935930513203456,15.4,8.1,73.70641025641025,7.560265079879856,3.534921510852163,,classic,True,3.0,dk_classic_wk2_main_20Sep2026,2,main,12.2737493887199,6-7.5k,00-0034844_2
00-0034855,Baker Mayfield,QB,TB,5600,44132579,14.0308,14.0308,1.0,1.1175723148217356,15.68041903198681,CLE,24.92,41.5,1.0,1.0,7.9526,statline_mc+recal_10_4b,4.705595661479597,28.945466208515025,31.54525,247.4419949319688,1.211,3.51725,17.063505694749402,0.18575,0.0,0.0,0.0,0.0,17.505780366753694,-1.825361334766884,17.2,4.9,75.09148444252378,2.423800810605564,2.359710389471311,,classic,True,13.18,dk_classic_wk2_main_20Sep2026,2,main,17.505780366753694,5-6k,00-0034855_2
00-0036554,Nico Collins,WR,HOU,7000,44132972,14.3485,14.3485,1.0,1.076313625831527,15.443454491381637,CIN,24.0,45.5,1.0,1.0,9.0644,statline_mc+recal_10_4b,4.201768907550308,32.04694254438704,0.0,0.0,0.0,0.509,3.143454259933721,0.01775,7.40325,4.66725,64.96798623917745,0.421,14.664894049911116,0.7785604414705194,15.1,,86.77542372881355,3.9432227333477705,6.6770808802177815,,classic,True,0.0,dk_classic_wk2_main_20Sep2026,2,main,14.664894049911116,6-7.5k,00-0036554_2
00-0036900,Ja'Marr Chase,WR,CIN,7600,44132966,16.0169,16.0169,1.0,0.9641976231407428,15.443414185378858,HOU,21.5,45.5,1.0,1.0,7.4389,statline_mc+recal_10_4b,8.601623087002755,25.81297402372252,0.0,0.0,0.0,0.0745,0.3400683705111563,0.003,5.36725,3.2105,37.69922983425207,0.24825,8.779179820476324,6.6642343649025335,21.0,17.9,80.42803129074315,13.06467711092172,4.596544714826846,,classic,True,26.5,dk_classic_wk2_main_20Sep2026,2,main,8.779179820476324,7.5k+,00-0036900_2
00-0039732,Bo Nix,QB,DEN,5700,44132578,14.2073,14.2073,1.0,1.079901337917632,15.342454420626272,JAX,24.08,45.44,1.0,1.0,7.9096,statline_mc+recal_10_4b,5.001968947490971,28.661142006370024,32.51925,215.46923027066663,1.509,2.7205,11.698976811662703,0.118,0.0,0.0,0.0,0.0,16.140916891992937,-0.7984624713666655,19.7,,77.91832324978392,0.919044456413302,2.887687338400164,,classic,True,15.12,dk_classic_wk2_main_20Sep2026,2,main,16.140916891992937,5-6k,00-0039732_2
00-0040743,Tyler Shough,QB,NO,5300,44132583,17.8447,17.8447,1.0,0.8310038119440915,14.82898668845759,BAL,18.53,45.67,1.0,1.0,7.9244,statline_mc+recal_10_4b,3.894442024463469,27.6540575759608,40.87475,244.7736897279081,1.651,2.546,8.524890025610686,0.087,0.0,0.0,0.0,0.0,17.38768659167739,-2.5586999032198,15.6,,69.48262748487468,0.7134219971662522,1.5807608082457378,,classic,True,22.38,dk_classic_wk2_main_20Sep2026,2,main,17.38768659167739,5-6k,00-0040743_2
00-0039361,Bucky Irving,RB,TB,6100,44132682,13.198,13.198,1.0,1.1175723148217356,14.74972482979083,CLE,24.92,41.5,1.0,1.0,8.3733,statline_mc+recal_10_4b,3.7402122661649,31.411657172922705,0.0,0.0,0.0,9.3065,46.0940296041904,0.37175,4.84225,3.818,30.118665538978888,0.13575,14.955019514316929,-0.2052946845260983,14.3,10.9,80.20897435897436,11.296494197709196,6.384245320512583,,classic,True,13.0,dk_classic_wk2_main_20Sep2026,2,main,14.955019514316929,6-7.5k,00-0039361_2
00-0036997,Javonte Williams,RB,DAL,6400,44132674,11.863,11.863,1.0,1.231930637566335,14.614453586416316,WAS,27.47,50.89,1.0,1.0,8.914,statline_mc+recal_10_4b,2.126987173030873,32.01917681203064,0.0,0.0,0.0,11.36675,57.29254246443524,0.482,3.7975,2.951,28.970921977340826,0.1625,16.059846444177605,-1.4453928577612878,15.7,26.7,94.36923076923075,15.302909736131316,23.129973351028013,,classic,True,8.0,dk_classic_wk2_main_20Sep2026,2,main,16.059846444177605,6-7.5k,00-0036997_2
00-0036912,DeVonta Smith,WR,PHI,6800,44132974,13.9406,13.9406,1.0,1.0462665371103967,14.585550962761015,TEN,23.33,39.5,1.0,1.0,8.293,statline_mc+recal_10_4b,5.726762490248973,28.01005736274213,0.0,0.0,0.0,0.08125,0.4584695039026388,0.00275,6.18675,3.721,52.37871772071757,0.2925,11.172968722462022,3.412582240298996,12.4,,71.75782268578878,2.7872014243790293,2.760170909133511,,classic,True,30.7,dk_classic_wk2_main_20Sep2026,2,main,11.172968722462022,6-7.5k,00-0036912_2
00-0037740,Garrett Wilson,WR,NYJ,6000,44132996,15.4756,15.4756,1.0,0.922042006129008,14.26915992026696,GB,20.56,44.39,1.0,1.0,8.2846,statline_mc+recal_10_4b,5.014023778064124,28.774137396401308,0.0,0.0,0.0,0.08425,0.4823665941749919,0.0045,6.752,4.392,53.50015309264575,0.28,11.917251968682072,2.351907951584886,14.2,36.1,75.21147327249022,16.407160461169358,3.3819366482908384,,classic,True,16.7,dk_classic_wk2_main_20Sep2026,2,main,11.917251968682072,6-7.5k,00-0037740_2
00-0031408,Mike Evans,WR,SF,6600,44132978,10.8853,10.8853,1.0,1.3081695193960683,14.239812893798264,MIA,29.17,45.0,1.0,1.0,8.8392,statline_mc+recal_10_4b,3.6134800058513408,29.83277646386132,0.0,0.0,0.0,0.08375,0.5589860955896337,0.00225,6.06575,3.945,61.89890184230466,0.41875,13.228538793789433,1.0112741000088317,11.0,,88.21153846153845,2.6756613167705523,7.265653430816165,,classic,True,8.4,dk_classic_wk2_main_20Sep2026,2,main,13.228538793789433,6-7.5k,00-0031408_2
00-0038120,Breece Hall,RB,NYJ,6200,44132680,15.3131,15.3131,1.0,0.922042006129008,14.119309548218272,GB,20.56,44.39,1.0,1.0,8.2827,statline_mc+recal_10_4b,3.7896623862828354,29.139069609615568,0.0,0.0,0.0,14.4875,58.56708433012452,0.438,2.483,1.906,14.098095019668856,0.07175,12.713267934979337,1.4060416132389353,13.9,9.5,74.17051282051283,9.671048032067254,3.6872548491029296,,classic,True,14.2,dk_classic_wk2_main_20Sep2026,2,main,12.713267934979337,6-7.5k,00-0038120_2
00-0039040,De'Von Achane,RB,MIA,6700,44132668,19.6477,19.6477,1.0,0.7099185290380446,13.948277270319297,SF,15.83,45.0,1.0,1.0,7.3557,statline_mc+recal_10_4b,6.241630668761326,24.684467673764807,0.0,0.0,0.0,11.248,32.344834841177146,0.227,4.57675,3.49375,18.957326196306727,0.08575,10.67771610374839,3.2705611665709053,20.9,30.5,68.38076923076922,12.024043719701387,2.178293803712981,,classic,True,12.3,dk_classic_wk2_main_20Sep2026,2,main,10.67771610374839,6-7.5k,00-0039040_2
00-0038606,Parker Washington,WR,JAX,5900,44132998,14.3334,14.3334,1.0,0.9579191269900588,13.730256646427591,DEN,21.36,45.44,1.0,1.0,8.1425,statline_mc+recal_10_4b,4.797624915097947,27.07016967137299,0.0,0.0,0.0,0.06675,0.370316828775772,0.002,6.001,3.8555,49.42316655183471,0.3235,11.18734833806105,2.542908308366542,12.8,,77.17138200782269,3.1740812293205822,3.795200595966944,,classic,True,16.8,dk_classic_wk2_main_20Sep2026,2,main,11.18734833806105,5-6k,00-0038606_2
00-0036275,D'Andre Swift,RB,CHI,6300,44132676,11.7667,11.7667,1.0,1.1660064279841542,13.720077895251125,MIN,26.0,47.5,1.0,1.0,8.812,statline_mc+recal_10_4b,1.8998100514609215,30.667877799504797,0.0,0.0,0.0,11.093,64.65104521359486,0.612,1.88875,1.4365,13.038881262137236,0.06675,13.81649264757321,-0.0964147523220848,14.7,,90.4423076923077,4.080528959565168,16.18583241162736,,classic,True,13.9,dk_classic_wk2_main_20Sep2026,2,main,13.81649264757321,6-7.5k,00-0036275_2
00-0038124,Christian Watson,WR,GB,6200,44132986,12.7916,12.7916,1.0,1.0686897376485536,13.670200656241182,NYJ,23.83,44.39,1.0,1.0,8.4232,statline_mc+recal_10_4b,3.661071248188157,29.439287221286246,0.0,0.0,0.0,0.04875,0.2722428023024389,0.00225,5.956,3.76175,58.94032832805844,0.3955,12.572757113036086,1.0974435432050953,13.5,14.4,81.03083441981748,14.124399642580428,4.762457801724359,,classic,True,14.1,dk_classic_wk2_main_20Sep2026,2,main,12.572757113036086,6-7.5k,00-0038124_2
00-0035685,David Montgomery,RB,HOU,6500,44132672,12.6865,12.6865,1.0,1.076313625831527,13.654668223136072,CIN,24.0,45.5,1.0,1.0,8.6037,statline_mc+recal_10_4b,2.4018557779630507,30.477083615936333,0.0,0.0,0.0,13.4045,55.56967999603791,0.56325,2.6445,2.022,17.06586940305001,0.10725,13.774804939908792,-0.1201367167727198,10.1,,84.28333333333332,2.8061715483979843,9.246356270388894,,classic,True,4.4,dk_classic_wk2_main_20Sep2026,2,main,13.774804939908792,6-7.5k,00-0035685_2
00-0040666,Omarion Hampton,RB,LAC,6600,44132670,12.1145,12.1145,1.0,1.1238508109724192,13.61494217755731,LV,25.06,43.5,1.0,1.0,8.2153,statline_mc+recal_10_4b,4.616653772447422,27.3134645289743,0.0,0.0,0.0,11.39875,51.76060193791185,0.4515,1.39025,1.03725,8.91958021799872,0.04125,10.423268215591056,3.191673961966254,13.9,,81.04358974358973,3.1728868100644947,6.887494753124291,,classic,True,18.5,dk_classic_wk2_main_20Sep2026,2,main,10.423268215591056,6-7.5k,00-0040666_2
00-0037247,George Pickens,WR,DAL,6300,44132984,10.8201,10.8201,1.0,1.231930637566335,13.329577624059445,WAS,27.47,50.89,1.0,1.0,8.3638,statline_mc+recal_10_4b,3.982341066725169,27.277475752942408,0.0,0.0,0.0,0.0785,0.5319739797159259,0.00225,5.92675,3.581,55.27330754820581,0.32825,11.593278152792172,1.7362994712672712,18.1,19.6,91.65906127770532,17.53838747398569,8.899131565376077,,classic,True,10.0,dk_classic_wk2_main_20Sep2026,2,main,11.593278152792172,6-7.5k,00-0037247_2
00-0039915,Ladd McConkey,WR,LAC,6200,44132988,11.8174,11.8174,1.0,1.1238508109724192,13.280967429358274,LV,25.06,43.5,1.0,1.0,8.8541,statline_mc+recal_10_4b,2.6449162169866702,29.284475308127504,0.0,0.0,0.0,0.066,0.4951971058354895,0.00325,6.39725,3.99925,62.98896699286476,0.39725,13.267416409870023,0.0135510194882488,11.4,,81.10573663624511,3.128298848476919,4.783487546069675,,classic,True,6.5,dk_classic_wk2_main_20Sep2026,2,main,13.267416409870023,6-7.5k,00-0039915_2
00-0040124,Tetairoa McMillan,WR,CAR,6100,44132992,12.7654,12.7654,1.0,1.0314672247552132,13.167118316689509,ATL,23.0,43.5,1.0,1.0,8.5136,statline_mc+recal_10_4b,3.525349165377201,27.78649844551586,0.0,0.0,0.0,0.07675,0.3833731315913047,0.0035,6.572,4.0315,57.287429245805264,0.323,12.201580237739655,0.9655380789498498,12.9,3.9,75.08885267275097,9.01283370662114,3.357630583789988,,classic,True,18.1,dk_classic_wk2_main_20Sep2026,2,main,12.201580237739655,6-7.5k,00-0040124_2
00-0036973,Travis Etienne Jr.,RB,NO,6000,44132684,15.4375,15.4375,1.0,0.8310038119440915,12.82865163544884,BAL,18.53,45.67,1.0,1.0,7.3384,statline_mc+recal_10_4b,5.224363522983486,23.434864822171384,0.0,0.0,0.0,7.69675,28.039851605724376,0.18275,4.98025,3.779,21.714943506846545,0.10525,10.674229511257092,2.1544221241917487,15.7,,75.45641025641025,2.63916525031602,4.144499381255438,,classic,True,7.1,dk_classic_wk2_main_20Sep2026,2,main,10.674229511257092,6-7.5k,00-0036973_2
00-0035719,Deebo Samuel Sr.,WR,SF,5300,44133010,9.6827,9.6827,1.0,1.3081695193960683,12.666662192608056,MIA,29.17,45.0,1.0,1.0,8.8142,statline_mc+recal_10_4b,2.576777294885415,27.103397681269406,0.0,0.0,0.0,0.54625,3.894852867130132,0.0225,5.58225,3.62525,56.25164214276058,0.37625,12.494399500989072,0.1722626916189842,11.8,,88.40221642764014,5.267348486561181,7.347606296425535,,classic,True,6.5,dk_classic_wk2_main_20Sep2026,2,main,12.494399500989072,5-6k,00-0035719_2
00-0031588,Stefon Diggs,WR,WAS,5300,44133012,12.054,12.054,1.0,1.050302713207265,12.660351430903363,DAL,23.42,50.89,1.0,1.0,8.5716,statline_mc+recal_10_4b,2.6209156534299862,27.837609179525707,0.0,0.0,0.0,0.05625,0.2616256973981733,0.00075,7.10625,4.1385,56.26613634214146,0.4075,12.683026203953965,-0.022674773050598,12.2,4.9,86.70958279009126,12.877886755245193,6.651270583892109,,classic,True,21.7,dk_classic_wk2_main_20Sep2026,2,main,12.683026203953965,5-6k,00-0031588_2
00-0033119,Jacoby Brissett,QB,ARI,5000,44132587,15.2088,15.2088,1.0,0.8283130278795126,12.597675596313731,SEA,18.47,40.89,1.0,1.0,7.7683,statline_mc+recal_10_4b,3.443476986117189,23.743928401649264,34.16575,205.85786226971376,1.14125,3.44425,11.38186813485178,0.1155,0.0,0.0,0.0,0.0,14.153251304273727,-1.5555757079599974,18.0,,54.4585566119274,0.6453151751340477,0.5405102575745047,,classic,True,7.5,dk_classic_wk2_main_20Sep2026,2,main,14.153251304273727,5-6k,00-0033119_2
00-0040735,Luther Burden III,WR,CHI,5700,44133002,10.752,10.752,1.0,1.1660064279841542,12.536955131537114,MIN,26.0,47.5,1.0,1.0,8.2186,statline_mc+recal_10_4b,3.838237809407695,26.326028885096243,0.0,0.0,0.0,0.4455,3.284263392820758,0.01925,5.303,3.47,49.70942555436119,0.27575,10.938868894718194,1.5980862368189204,8.6,,89.201629726206,2.5846201530451576,7.701375104429648,,classic,True,6.2,dk_classic_wk2_main_20Sep2026,2,main,10.938868894718194,5-6k,00-0040735_2
00-0040129,Emeka Egbuka,WR,TB,6400,44132982,11.1925,11.1925,1.0,1.1175723148217356,12.5084544152044,CLE,24.92,41.5,1.0,1.0,8.3263,statline_mc+recal_10_4b,3.3240388303147266,27.023976931627324,0.0,0.0,0.0,0.0795,0.6341031863763662,0.00325,5.927,3.8305,53.571711748183965,0.30775,11.540831493456032,0.9676229217483688,12.0,,74.95671447196871,1.006232926833199,3.331633440774098,,classic,True,10.3,dk_classic_wk2_main_20Sep2026,2,main,11.540831493456032,6-7.5k,00-0040129_2
00-0030565,Geno Smith,QB,NYJ,4800,44132591,13.4953,13.4953,1.0,0.922042006129008,12.443245800092264,GB,20.56,44.39,1.0,1.0,7.8118,statline_mc+recal_10_4b,2.6238240483251847,24.60332687110713,31.49525,224.28275133041444,1.098,3.32475,11.75871343181569,0.119,0.0,0.0,0.0,0.0,15.007681396398146,-2.5644355963058807,13.0,,61.5881158167675,0.5923688008421454,0.8994359492110957,,classic,True,15.58,dk_classic_wk2_main_20Sep2026,2,main,15.007681396398146,4-5k,00-0030565_2
00-0029604,Kirk Cousins,QB,LV,5000,44132588,14.8868,14.8868,1.0,0.8269676358472232,12.310889202237115,LAC,18.44,43.5,1.0,1.0,7.7561,statline_mc+recal_10_4b,3.124513667553556,23.103818490136696,32.85975,173.16859174406272,1.50575,2.68625,7.69074389929839,0.09475,0.0,0.0,0.0,0.0,13.505568059692347,-1.1946788574552318,11.3,,56.13785652549697,0.4944073060332941,0.6093931394805442,,classic,True,21.22,dk_classic_wk2_main_20Sep2026,2,main,13.505568059692347,5-6k,00-0029604_2
00-0036875,Rhamondre Stevenson,RB,NE,5700,44132690,11.7199,11.7199,1.0,1.050302713207265,12.309479391642853,PIT,23.42,41.5,1.0,1.0,8.2441,statline_mc+recal_10_4b,2.335714925469228,25.93384239966593,0.0,0.0,0.0,11.82375,45.76214485739115,0.3105,3.93275,3.017,25.086054118438835,0.10575,13.021819897583,-0.712340505940146,13.2,,73.62435897435898,2.081923505271555,3.508651895010772,,classic,True,4.6,dk_classic_wk2_main_20Sep2026,2,main,13.021819897583,5-6k,00-0036875_2
00-0023459,Aaron Rodgers,QB,PIT,5100,44132585,14.9674,14.9674,1.0,0.8108229314597502,12.135924348985055,NE,18.08,41.5,1.0,1.0,7.6788,statline_mc+recal_10_4b,3.846361568618467,22.39314160592609,35.70775,182.63229184344823,1.16275,2.3185,7.13284322732725,0.07725,0.0,0.0,0.0,0.0,12.508825996470655,-0.3729016474855982,14.1,,53.138677614520304,0.5274239717504206,0.4918808653592209,,classic,True,5.98,dk_classic_wk2_main_20Sep2026,2,main,12.508825996470655,5-6k,00-0023459_2
00-0037238,Drake London,WR,ATL,6000,44132994,13.1611,13.1611,1.0,0.9193512220644292,12.09964291081044,CAR,20.5,43.5,1.0,1.0,7.4737,statline_mc+recal_10_4b,5.145422942591884,22.13268694934685,0.0,0.0,0.0,0.46925,2.478698109588813,0.013,5.4425,3.27825,38.37693458629936,0.21775,8.993063269588818,3.1065796412216216,18.2,,67.19132985658409,2.158052249500758,2.109973474672372,,classic,True,8.9,dk_classic_wk2_main_20Sep2026,2,main,8.993063269588818,6-7.5k,00-0037238_2
00-0038128,Malik Willis,QB,MIA,5200,44132584,17.0173,17.0173,1.0,0.7099185290380446,12.080902766030338,SF,15.83,45.0,1.0,1.0,7.6412,statline_mc+recal_10_4b,4.124679294409839,22.13240157034132,32.50525,174.56418836702773,0.83175,4.1315,13.478983095525397,0.14775,0.0,0.0,0.0,0.0,11.782965844233653,0.2979369217966869,13.0,,56.05942091616249,0.5220502013201438,0.6059885340240182,,classic,True,12.48,dk_classic_wk2_main_20Sep2026,2,main,11.782965844233653,5-6k,00-0038128_2
00-0036613,Jaylen Waddle,WR,DEN,6500,44132980,11.1512,11.1512,1.0,1.079901337917632,12.042172985840343,JAX,24.08,45.44,1.0,1.0,7.1429,statline_mc+recal_10_4b,5.963885974116492,20.82299848245478,0.0,0.0,0.0,0.07275,0.4221055058404888,0.00375,4.14,2.455,32.87458604980003,0.218,7.319669155564052,4.722503830276294,12.3,,79.46088657105607,1.0764482954523256,4.342342749169583,,classic,True,24.8,dk_classic_wk2_main_20Sep2026,2,main,7.319669155564052,6-7.5k,00-0036613_2
00-0036555,Chuba Hubbard,RB,CAR,5800,44132688,11.596,11.596,1.0,1.0314672247552132,11.960893687704322,ATL,23.0,43.5,1.0,1.0,8.044,statline_mc+recal_10_4b,2.955378277006472,24.828656596376423,0.0,0.0,0.0,9.64475,44.04209925142174,0.34375,2.61375,2.00275,17.934914933939393,0.10275,11.227951418536112,0.732942269168209,9.1,,72.41794871794872,1.974866892479448,3.1441960469804497,,classic,True,14.4,dk_classic_wk2_main_20Sep2026,2,main,11.227951418536112,5-6k,00-0036555_2
00-0039491,Jalen Coker,WR,CAR,5100,44133022,11.5843,11.5843,1.0,1.0314672247552132,11.9488336811721,ATL,23.0,43.5,1.0,1.0,9.0158,statline_mc+recal_10_4b,0.9403594918146716,28.54634940818724,0.0,0.0,0.0,0.06375,0.4051707245414443,0.00275,6.6695,4.43675,65.43627168207237,0.421,14.104394240661383,-2.1555605594892846,10.2,18.6,74.28376792698826,12.550644186450558,3.202326623938641,,classic,True,14.6,dk_classic_wk2_main_20Sep2026,2,main,14.104394240661383,5-6k,00-0039491_2
00-0038117,Wan'Dale Robinson,WR,TEN,4600,44133040,16.3185,16.3185,1.0,0.7251663054039913,11.833607724248358,PHI,16.17,39.5,1.0,1.0,6.999,statline_mc+recal_10_4b,5.735717080821372,20.94664395130401,0.0,0.0,0.0,0.083,0.3742698774779145,0.002,5.5045,3.5215,30.815661613700097,0.18775,7.948243149117801,3.885364575130557,14.2,,60.2535853976532,4.188098578901917,1.4029438247409929,,classic,True,1.9,dk_classic_wk2_main_20Sep2026,2,main,7.948243149117801,4-5k,00-0038117_2
00-0036410,Tee Higgins,WR,CIN,6100,44132990,12.2559,12.2559,1.0,0.9641976231407428,11.817067307373785,HOU,21.5,45.5,1.0,1.0,7.7995,statline_mc+recal_10_4b,3.944188122804168,23.666730034674337,0.0,0.0,0.0,0.06625,0.3940070756366938,0.00325,5.9295,3.547,46.21554076014679,0.25675,10.10820478357835,1.7088625237954336,14.3,,73.75488917861799,2.523765111417593,3.104234356712748,,classic,True,14.5,dk_classic_wk2_main_20Sep2026,2,main,10.10820478357835,6-7.5k,00-0036410_2
00-0041027,Jeremiyah Love,RB,ARI,5900,44132686,14.0602,14.0602,1.0,0.8283130278795126,11.64624425424247,SEA,18.47,40.89,1.0,1.0,7.3496,statline_mc+recal_10_4b,4.202857962564609,22.177623484061343,0.0,0.0,0.0,9.779,33.21179871716456,0.2985,3.052,2.21825,14.944228551848704,0.0675,9.420102726901328,2.226141527341144,0.0,,61.41923076923077,1.3422425724291558,1.1568199043345282,,classic,True,7.5,dk_classic_wk2_main_20Sep2026,2,main,9.420102726901328,5-6k,00-0041027_2
00-0039338,Brock Bowers,TE,LV,6600,44133444,14.0665,14.0665,1.0,0.8269676358472232,11.632523915690117,LAC,18.44,43.5,0.0,0.0,5.8788,statline_mc+recal_10_4b,6.459090073489969,18.59574713434095,0.0,0.0,0.0,0.0,0.0,0.0,4.0865,2.7235,24.77763286494508,0.195,6.462513286494508,5.170010629195607,15.2,,67.00129065565307,0.919508417576156,1.1809923342805846,,classic,True,0.0,dk_classic_wk2_main_20Sep2026,2,main,6.462513286494508,6-7.5k,00-0039338_2
00-0035640,DK Metcalf,WR,PIT,5200,44133016,14.0952,14.0952,1.0,0.8108229314597502,11.428714206375098,NE,18.08,41.5,1.0,1.0,7.4592,statline_mc+recal_10_4b,3.770576403863237,22.6736794994192,0.0,0.0,0.0,0.0645,0.3784020038240241,0.0035,7.37925,4.18175,40.83937534804187,0.2605,10.17227773518659,1.2564364711885077,12.5,7.0,63.143676662320736,8.548148407249615,1.662925049000998,,classic,True,6.7,dk_classic_wk2_main_20Sep2026,2,main,10.17227773518659,5-6k,00-0035640_2
00-0034351,Dallas Goedert,TE,PHI,4800,44133450,10.8405,10.8405,1.0,1.0462665371103967,11.342069385861317,TEN,23.33,39.5,1.0,1.0,6.8619,statline_mc+recal_10_4b,3.4618910552917908,22.39051930095892,0.0,0.0,0.0,0.0,0.0,0.0,4.81,3.269,41.77609487316685,0.33875,9.763109487316685,1.5789598985446318,13.0,6.0,74.49186886938566,11.611954730838166,1.834876715414201,,classic,True,1.4,dk_classic_wk2_main_20Sep2026,2,main,9.763109487316685,4-5k,00-0034351_2
00-0034348,Courtland Sutton,WR,DEN,5800,44133000,10.4263,10.4263,1.0,1.079901337917632,11.259390020873976,JAX,24.08,45.44,1.0,1.0,7.3561,statline_mc+recal_10_4b,4.413252867689875,21.30268474665386,0.0,0.0,0.0,0.07175,0.5744172390171721,0.00275,4.81225,2.83775,36.99754949684726,0.24575,8.334196673586442,2.925193347287534,12.9,,78.76173402868318,2.104741210833059,4.167379355306418,,classic,True,5.5,dk_classic_wk2_main_20Sep2026,2,main,8.334196673586442,5-6k,00-0034348_2
00-0038559,Michael Wilson,WR,ARI,5400,44133008,13.5843,13.5843,1.0,0.8283130278795126,11.252089683738474,SEA,18.47,40.89,1.0,1.0,7.4189,statline_mc+recal_10_4b,4.421517791613777,21.38456073617459,0.0,0.0,0.0,0.0745,0.4172921945913059,0.00225,5.76725,3.64275,36.998453496408096,0.21925,8.94382456909994,2.308265114638534,13.5,,61.44889178617992,1.76736301721653,1.5051384712356777,,classic,True,3.8,dk_classic_wk2_main_20Sep2026,2,main,8.94382456909994,5-6k,00-0038559_2
00-0039919,Rome Odunze,WR,CHI,5500,44133006,9.6463,9.6463,1.0,1.1660064279841542,11.247670694183173,MIN,26.0,47.5,1.0,1.0,7.3593,statline_mc+recal_10_4b,4.47806848298328,21.47503090918206,0.0,0.0,0.0,0.05675,0.4768844976385676,0.003,4.16625,2.58,38.28691492918093,0.21725,8.036129942681951,3.211540751501221,11.8,,86.50376923076922,1.2323499186793336,6.571231262451784,,classic,True,7.3,dk_classic_wk2_main_20Sep2026,2,main,8.036129942681951,5-6k,00-0039919_2
00-0033921,Chris Godwin Jr.,WR,TB,5600,44133004,9.9564,9.9564,1.0,1.1175723148217356,11.12699239603309,CLE,24.92,41.5,1.0,1.0,7.6634,statline_mc+recal_10_4b,3.651764141476969,22.44908165506943,0.0,0.0,0.0,0.54675,3.934781535018929,0.02475,4.5945,2.98175,39.6881934072746,0.2255,9.156297494229351,1.9706949018037392,9.6,,73.36773142112125,2.175480805949816,3.0343375037209404,,classic,True,8.8,dk_classic_wk2_main_20Sep2026,2,main,9.156297494229351,5-6k,00-0033921_2
00-0040667,Matthew Golden,WR,GB,4700,44133036,10.3765,10.3765,1.0,1.0686897376485536,11.089251928180042,NYJ,23.83,44.39,1.0,1.0,8.4793,statline_mc+recal_10_4b,1.281077312168437,25.89494899365959,0.0,0.0,0.0,0.04275,0.3064450284661268,0.0015,7.21275,4.2375,58.962626645441205,0.3275,12.627407167390732,-1.53815523921069,5.9,3.9,77.89524119947849,5.790396824680608,3.960289861211799,,classic,True,9.8,dk_classic_wk2_main_20Sep2026,2,main,12.627407167390732,4-5k,00-0040667_2
00-0040730,RJ Harvey,RB,DEN,5200,44132710,10.2539,10.2539,1.0,1.079901337917632,11.07321055810603,JAX,24.08,45.44,1.0,1.0,7.21,statline_mc+recal_10_4b,4.283017017007392,20.766606037977787,0.0,0.0,0.0,5.5545,25.79167706524017,0.1735,2.94075,2.277,19.22562721893969,0.081,8.485230428417987,2.587980129688044,12.1,,79.65128205128204,2.6699914567147545,6.068636716010482,,classic,True,0.0,dk_classic_wk2_main_20Sep2026,2,main,8.485230428417987,5-6k,00-0040730_2
