bias,mae,rmse,cell_sp,cell_top,pool_sp,top20,val_sp,vtop20,ncell,cand,test_wk,fit_wk,d_bias,d_mae,d_rmse,d_cell_sp,d_cell_top,d_pool_sp,d_top20,d_val_sp,d_vtop20
-1.2888679279216153,7.154588246935161,9.201722543713679,0.2475282573974442,18.634545454545457,0.49141741042252796,22.097333333333335,0.39167793793141015,20.778,11,none,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-1.240814939002883,7.076513746600248,9.12191003129199,0.2475282573974442,18.634545454545457,0.49141741042252796,22.097333333333335,0.38834365362828577,20.912999999999997,11,a_global,1,2,0.04805298891873222,-0.07807450033491303,-0.07981251242168952,0.0,0.0,0.0,0.0,-0.0033342843031243796,0.134999999999998
-1.2648414334622493,7.115548656806574,9.159920420576867,0.2475282573974442,18.634545454545457,0.49141741042252796,22.097333333333335,0.39138430588941375,20.78633333333333,11,a_global_half,1,2,0.024026494459366,-0.03903959012858671,-0.04180212313681153,0.0,0.0,0.0,0.0,-0.0002936320419963945,0.00833333333333286
-3.06405587231016,7.13773152480121,9.861699139661239,0.2475282573974442,18.634545454545457,0.48159418821706995,21.80666666666667,0.34284169675427384,18.572999999999997,11,b_pos,1,2,-1.7751879443885445,-0.01685672213395062,0.6599765959475601,0.0,0.0,-0.009823222205458004,-0.29066666666666663,-0.04883624117713631,-2.205000000000002
-2.176461900115888,7.065851953572236,9.430655911477539,0.2475282573974442,18.634545454545457,0.49975223807349467,22.081666666666667,0.38138354966433585,20.06266666666667,11,b_pos_half,1,2,-0.8875939721942725,-0.08873629336292499,0.22893336776385986,0.0,0.0,0.008334827650966714,-0.01566666666666805,-0.010294388267074295,-0.71533333333333
-3.2488654955120344,7.299599521240045,9.609924364583962,0.2475282573974442,18.634545454545457,0.49136223462874135,22.097333333333335,0.35920581508183513,20.922,11,c_iso_global,1,2,-1.959997567590419,0.14501127430488392,0.4082018208702838,0.0,0.0,-5.5175793786610416e-05,0.0,-0.032472122849575014,0.1440000000000019
-3.096668344537044,7.490892051938827,10.17419770949259,0.25024010818381826,18.634545454545457,0.46824857842975875,21.612000000000005,0.31308324568644075,18.706333333333333,11,c_iso_pos,1,2,-1.8078004166154287,0.3363038050036664,0.9724751657789117,0.002711850786374065,0.0,-0.0231688319927692,-0.4853333333333296,-0.0785946922449694,-2.0716666666666654
-3.1208886042583583,7.170807451092876,9.642093060666443,0.2626292987015584,18.50613636363636,0.47407299005069964,21.97066666666667,0.34618823957971295,19.383,11,d_tier,1,2,-1.832020676336743,0.01621920415771516,0.44037051695276475,0.015101041304114188,-0.12840909090909491,-0.017344420371828317,-0.12666666666666515,-0.045489698351697194,-1.3949999999999996
-2.204878266089987,7.0855581450912535,9.363153261503381,0.26080083610180577,18.50613636363636,0.4891239319845539,22.097333333333335,0.3711159181943862,20.80366666666667,11,d_tier_half,1,2,-0.9160103381683715,-0.06903010184390723,0.16143071778970253,0.013272578704361576,-0.12840909090909491,-0.0022934784379740614,0.0,-0.02056201973702393,0.025666666666669613
-1.6819857415647126,7.170486967230012,9.42143864440064,0.23361769502479496,18.811666666666667,0.4865892827451869,21.566666666666666,0.3207694939488391,19.353666666666665,11,d_tier_top,1,2,-0.3931178136430973,0.015898720294851287,0.219716100686961,-0.013910562372649232,0.1771212121212109,-0.004828127677341032,-0.5306666666666686,-0.07090844398257107,-1.4243333333333332
