bias,mae,rmse,cell_sp,cell_top,pool_sp,top20,val_sp,vtop20,ncell,cand,test_wk,fit_wk,d_bias,d_mae,d_rmse,d_cell_sp,d_cell_top,d_pool_sp,d_top20,d_val_sp,d_vtop20
-1.4854268347431636,7.1574798156170285,9.295032672197026,0.2462583010016197,19.117348484848485,0.49101671354052695,21.958333333333332,0.35879298877318816,19.476333333333333,11,d_tier_top_half,1,2,-0.1965589068215483,0.0028915686818677955,0.0933101284833473,-0.0012699563958245008,0.4828030303030282,-0.00040069688200100595,-0.1390000000000029,-0.03288494915822199,-1.3016666666666659
-2.6501291680752623,7.365523631041577,10.112490478522956,0.1588629557940291,17.375151515151515,0.4501910877929674,19.444333333333333,0.2910879930405957,16.398333333333333,11,e_salblend,1,2,-1.361261240153647,0.2109353841064161,0.910767934809277,-0.0886653016034151,-1.2593939393939415,-0.04122632262956055,-2.6530000000000022,-0.10058994489081446,-4.379666666666665
-2.9135199665632783,7.068865287291067,9.478697046667603,0.2600659406776669,18.71863636363636,0.49957905727430774,22.070333333333338,0.40077985924802345,20.912999999999997,11,e_eng_stack,1,2,-1.624652038641663,-0.0857229596440936,0.2769745029539248,0.012537683280222728,0.08409090909090366,0.00816164685177978,-0.02699999999999747,0.009101921316613304,0.134999999999998
1.7416502054622875,5.931005723953511,7.416997202176033,0.23251686356022938,14.592651515151516,0.5114516418235171,16.090999999999998,0.3714517835791547,15.018666666666666,11,none,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.4923348512172698,5.866247817738316,7.517909228915177,0.23251686356022938,14.592651515151516,0.5114516418235171,16.090999999999998,0.37040458136694726,16.538666666666668,11,a_global,2,1,-0.24931535424501772,-0.0647579062151955,0.10091202673914434,0.0,0.0,0.0,0.0,-0.0010472022122074431,1.5200000000000014
1.6169925283397786,5.866642129493015,7.403291559156209,0.23251686356022938,14.592651515151516,0.5114516418235171,16.090999999999998,0.3828532951694526,16.674000000000003,11,a_global_half,2,1,-0.12465767712250897,-0.06436359446049611,-0.01370564301982391,0.0,0.0,0.0,0.0,0.011401511590297897,1.6553333333333367
2.7021947520009424,6.392025851500303,8.002678438329983,0.23251686356022938,14.592651515151516,0.511151026957153,15.607,0.37629497606854684,16.482,11,b_pos,2,1,0.9605445465386548,0.46102012754679134,0.5856812361539507,0.0,0.0,-0.00030061486636412393,-0.4839999999999982,0.004843192489392134,1.463333333333333
2.2219224787316145,6.124654576021848,7.59841171993442,0.23251686356022938,14.592651515151516,0.5096981652859042,15.760666666666665,0.3904553076404936,16.472333333333335,11,b_pos_half,2,1,0.480272273269327,0.19364885206833637,0.18141451775838746,0.0,0.0,-0.0017534765376129302,-0.33033333333333204,0.019003524061338872,1.4536666666666687
2.6941227021833263,6.381023591719385,8.116259027263933,0.2324290934672152,14.592651515151516,0.5115377968059787,16.090999999999998,0.37329451117862283,16.223,11,c_iso_global,2,1,0.9524724967210387,0.45001786776587416,0.6992618250879001,-8.777009301419447e-05,0.0,8.61549824615615e-05,0.0,0.0018427275994681303,1.2043333333333326
2.647776412108427,6.673613632990551,8.447830600987714,0.22052186816388852,14.592651515151516,0.4999437946168433,16.724333333333334,0.3594344629513822,16.511333333333337,11,c_iso_pos,2,1,0.9061262066461393,0.7426079090370399,1.0308333988116818,-0.011994995396340857,0.0,-0.011507847206673805,0.6333333333333364,-0.012017320627772499,1.4926666666666701
3.044240201839,6.5379079408410625,8.018067071908977,0.2382042111857872,14.840000000000002,0.46365588448491185,16.465999999999998,0.3259698006423241,15.442,11,d_tier,2,1,1.3025899963767125,0.6069022168875513,0.6010698697329442,0.005687347625557809,0.24734848484848548,-0.04779575733860525,0.375,-0.04548198293683059,0.4233333333333338
2.3929452036506427,6.169751842953168,7.6307100942083705,0.2335321378159574,14.624848484848485,0.4872948387856583,16.521,0.37057303559584454,16.090999999999998,11,d_tier_half,2,1,0.6512949981883551,0.23874611899965714,0.2137128920323379,0.0010152742557280325,0.032196969696968836,-0.024156803037858776,0.43000000000000327,-0.0008787479833101686,1.0723333333333311
3.061745694317103,6.474567136149225,7.940173064476538,0.2284488018554298,14.627878787878787,0.492819386344204,16.465999999999998,0.379327541734392,15.908666666666667,11,d_tier_top,2,1,1.3200954888548155,0.5435614121957135,0.523175862300505,-0.0040680617047995915,0.035227272727270886,-0.018632255479313076,0.375,0.007875758155237278,0.8900000000000006
2.401697949889695,6.148307536939469,7.59921521616241,0.2284854727996982,14.627878787878787,0.49995834484685653,16.521,0.3888857637522373,15.957333333333331,11,d_tier_top_half,2,1,0.6600477444274073,0.21730181298595763,0.18221801398637716,-0.004031390760531189,0.035227272727270886,-0.011493296976660572,0.43000000000000327,0.01743398017308262,0.9386666666666645
2.781485506182968,6.532363635144939,8.196095716971952,0.3374740052021964,15.08689393939394,0.525336618315093,15.073666666666668,0.38194165098641325,16.043000000000003,11,e_salblend,2,1,1.0398353007206804,0.6013579111914273,0.7790985147959191,0.10495714164196701,0.49424242424242415,0.01388497649157594,-1.0173333333333296,0.010489867407258546,1.0243333333333364
2.695062509291818,6.2332732971028655,7.829918279101382,0.2769958084571144,14.883560606060605,0.5178960758617897,15.886333333333333,0.3882765781178236,16.72566666666667,11,e_eng_stack,2,1,0.9534123038295306,0.30226757314935426,0.4129210769253495,0.04447894489688503,0.29090909090908923,0.006444434038272551,-0.20466666666666455,0.01682479453866892,1.7070000000000025
