player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available,act,slate_id,week,sub,eng,tier,pw,attempts,passing_yards,passing_tds,carries,rushing_yards,rushing_tds
00-0036389,Jalen Hurts,QB,PHI,6600,43727237,18.0954,18.0954,1.0,1.1170574781040223,20.21361399782076,WAS,25.03,44.17,16.0,1.0,8.1094,statline_mc+recal_10_4b,7.371239075570708,35.67524660641355,33.53725,266.75440723644897,1.983,3.502,15.37213502500902,0.23175,0.0,0.0,0.0,0.0,21.72763979195886,-1.514025794138103,19.1,11.9,82.59607490210936,8.73747250336518,5.0743241467230575,,classic,True,24.72,dk_classic_wk1_main_13Sep2026,1,main,21.72763979195886,6-7.5k,00-0036389_1,25.0,203.0,3.0,7.0,46.0,0.0
00-0036355,Justin Herbert,QB,LAC,6100,43727240,16.573,16.573,1.0,1.2580843111367317,20.85024804744792,ARI,28.19,47.17,16.0,1.0,8.2965,statline_mc+recal_10_4b,5.524516143420982,38.12587478611244,34.867,320.6998541439593,2.23275,4.1395,28.694231270747856,0.17725,0.0,0.0,0.0,0.0,26.17341729283316,-5.323169245385245,19.1,14.7,91.24526335733232,11.560189597960168,9.412066331378917,,classic,True,14.26,dk_classic_wk1_main_13Sep2026,1,main,26.17341729283316,6-7.5k,00-0036355_1,27.0,209.0,1.0,5.0,29.0,0.0
00-0034796,Lamar Jackson,QB,BAL,6800,43727236,18.6147,18.6147,1.0,1.1407107127582423,21.23401555556132,IND,25.56,48.17,13.0,1.0,8.1821,statline_mc+recal_10_4b,7.632160519121975,37.838073477245146,30.8725,291.649814433977,2.20575,2.5235,13.726924002467658,0.11075,0.0,0.0,0.0,0.0,22.828934977605844,-1.5949194220445229,17.3,6.0,91.12953138815207,9.228696342227058,9.33458154142069,,classic,True,28.96,dk_classic_wk1_main_13Sep2026,1,main,22.828934977605844,6-7.5k,00-0034796_1,25.0,324.0,1.0,7.0,40.0,1.0
00-0033106,Jared Goff,QB,DET,6000,43727241,16.8338,16.8338,1.0,1.2670100600628522,21.328565497964952,NO,28.39,49.83,17.0,1.0,8.3273,statline_mc+recal_10_4b,5.283277908127326,39.5673160444917,37.35275,369.1128101000977,2.6245,2.1335,9.594935901999696,0.1005,0.0,0.0,0.0,0.0,27.85525599420388,-6.526690496238928,19.3,9.1,95.04941897183276,10.875106821635043,12.350763949362882,,classic,True,16.44,dk_classic_wk1_main_13Sep2026,1,main,27.85525599420388,6-7.5k,00-0033106_1,39.0,206.0,2.0,2.0,2.0,0.0
00-0034857,Josh Allen,QB,BUF,7000,43727234,21.1256,21.1256,1.0,1.017981665024081,21.505452086602773,HOU,22.81,44.5,16.0,1.0,8.1763,statline_mc+recal_10_4b,7.816547401993171,37.84995209814749,32.473,261.88381097840414,1.74625,4.7965,23.52152435924038,0.402,0.0,0.0,0.0,0.0,22.2387548750602,-0.7333027884574292,23.3,,81.02631205001896,4.087794933153776,4.536099151548678,,classic,True,38.66,dk_classic_wk1_main_13Sep2026,1,main,22.2387548750602,6-7.5k,00-0034857_1,29.0,334.0,2.0,6.0,23.0,2.0
00-0036442,Joe Burrow,QB,CIN,6900,43727235,18.4314,18.4314,1.0,1.2076538297041486,22.258742678658656,TB,27.06,50.44,8.0,1.0,8.2643,statline_mc+recal_10_4b,7.646406751572888,39.672092242056856,36.53675,308.9377187602557,2.61825,1.676,8.065888211999017,0.0835,0.0,0.0,0.0,0.0,24.541597571610133,-2.2828548929514767,18.2,16.1,95.7973743210812,9.61277464693196,13.028552582405398,,classic,True,15.16,dk_classic_wk1_main_13Sep2026,1,main,24.541597571610133,6-7.5k,00-0036442_1,35.0,254.0,1.0,5.0,20.0,0.0
00-0040676,Cam Ward,QB,TEN,5100,43727252,13.0656,13.0656,1.0,0.8952526172899195,11.697038750507488,NYJ,20.06,39.22,17.0,1.0,7.5683,statline_mc+recal_10_4b,4.16054383496832,21.13452181910947,32.525,172.95690924832317,0.90725,2.3955,8.733629653390974,0.09575,0.0,0.0,0.0,0.0,11.517639335272026,0.1793994152354621,11.8,,53.88191549829481,0.4366598977455233,0.6525822833487914,,classic,True,11.7,dk_classic_wk1_main_13Sep2026,1,main,11.517639335272026,5-6k,00-0040676_1,32.0,140.0,1.0,4.0,21.0,0.0
00-0029604,Kirk Cousins,QB,LV,5000,43727254,12.6708,12.6708,1.0,0.9679974710378044,12.265333109692085,MIA,21.69,40.39,10.0,1.0,7.7707,statline_mc+recal_10_4b,3.3042591867066324,23.76381855107691,31.09525,197.0785654418236,1.21925,1.7025,5.550407918426739,0.075,0.0,0.0,0.0,0.0,13.40268340951562,-1.1373502998235363,11.3,,58.52777251484148,0.4637746281314003,0.9093992036913708,,classic,True,15.8,dk_classic_wk1_main_13Sep2026,1,main,13.40268340951562,5-6k,00-0029604_1,30.0,160.0,3.0,5.0,-6.0,0.0
00-0033537,Deshaun Watson,QB,CLE,4700,43727259,14.0967,14.0967,1.0,0.7002250032541792,9.870836892015877,JAX,15.69,40.11,0.0,0.0,7.4478,statline_mc+recal_10_4b,3.098987453561536,18.08723231742451,31.1805,156.68752665969754,0.9605,0.73425,2.227070072586633,0.01875,0.0,0.0,0.0,0.0,9.799708073646563,0.0711288183693099,0.0,,15.966732979664013,0.2062017857883389,0.0434977804752785,,classic,True,15.0,dk_classic_wk1_main_13Sep2026,1,main,9.799708073646563,4-5k,00-0033537_1,22.0,205.0,1.0,6.0,38.0,0.0
00-0036212,Tua Tagovailoa,QB,ATL,4800,43727257,13.2028,13.2028,1.0,0.7662755453074735,10.11698287079679,PIT,17.17,40.78,14.0,1.0,7.4804,statline_mc+recal_10_4b,3.1872586809626804,18.54179667951459,26.68225,141.81922380387823,1.02875,1.86025,4.869908861949154,0.05625,0.0,0.0,0.0,0.0,9.754009838350044,0.3629730324467441,12.8,,50.14340185676393,0.4418837124745782,0.4996463495738543,,classic,True,0.0,dk_classic_wk1_main_13Sep2026,1,main,9.754009838350044,4-5k,00-0036212_1,,,,,,
00-0030565,Geno Smith,QB,NYJ,4600,43727261,12.2648,12.2648,1.0,0.8555330345686819,10.492975304231908,TEN,19.17,39.22,15.0,1.0,7.6423,statline_mc+recal_10_4b,2.59666781042628,20.293521133472776,31.77275,184.1501282700309,1.17525,1.11975,3.2884933745387914,0.0295,0.0,0.0,0.0,0.0,11.806354468255115,-1.3133791640232069,13.0,,49.60393772893773,0.4523054115797049,0.4807596203163188,,classic,True,9.3,dk_classic_wk1_main_13Sep2026,1,main,11.806354468255115,4-5k,00-0030565_1,24.0,215.0,0.0,6.0,7.0,0.0
00-0035704,Drew Lock,QB,SEA,4900,44132590,10.0412,10.0412,1.0,1.0054563121309514,10.096001113812834,ARI,22.42,40.89,1.0,1.0,7.4709,statline_mc+recal_10_4b,3.553501285092877,18.461633521413923,16.88975,128.79224786992546,0.76,1.8545,8.065858902153035,0.082,0.0,0.0,0.0,0.0,9.10502580501232,0.9909753088005128,0.0,,54.47532411408816,0.2925381632991032,0.5411580030291077,,classic,True,21.4,dk_classic_wk2_main_20Sep2026,2,main,9.10502580501232,4-5k,00-0035704_2,26.0,235.0,3.0,0.0,0.0,0.0
00-0033537,Deshaun Watson,QB,CLE,4500,44132595,13.767,13.767,1.0,0.7435533298452798,10.236496002783555,TB,16.58,41.5,1.0,1.0,7.6415,statline_mc+recal_10_4b,2.256993370203341,19.7835603024988,29.95075,169.54886032459646,0.9745,3.475,11.99511339823992,0.11025,0.0,0.0,0.0,0.0,11.828715752807854,-1.592219750024297,0.0,,47.23167675021608,0.2592121038393183,0.3225660464388583,,classic,True,19.72,dk_classic_wk2_main_20Sep2026,2,main,11.828715752807854,4-5k,00-0033537_2,30.0,238.0,2.0,7.0,22.0,0.0
00-0034869,Sam Darnold,QB,SEA,5400,44132581,10.2632,10.2632,1.0,1.0054563121309514,10.319225125434064,ARI,22.42,40.89,1.0,1.0,7.1654,statline_mc+recal_10_4b,5.448475389757883,16.5555026956376,13.51875,97.30113409944836,0.61075,0.96175,4.21120933801147,0.03275,0.0,0.0,0.0,0.0,6.6011662977790815,3.718058827654981,15.6,,57.115773552290406,0.5791424925581944,0.6534818929402076,,classic,True,0.0,dk_classic_wk2_main_20Sep2026,2,main,6.6011662977790815,5-6k,00-0034869_2,,,,,,
00-0040676,Cam Ward,QB,TEN,4900,44132589,14.6207,14.6207,1.0,0.7251663054039913,10.602403124267031,PHI,16.17,39.5,1.0,1.0,7.5133,statline_mc+recal_10_4b,3.5081495972776726,19.17206799229229,32.571,138.0331805414682,0.9705,3.276,9.906154516844785,0.10725,0.0,0.0,0.0,0.0,10.248692673343209,0.353710450923824,11.8,,45.77420051858254,0.432578336108505,0.2906740293668878,,classic,True,20.02,dk_classic_wk2_main_20Sep2026,2,main,10.248692673343209,4-5k,00-0040676_2,20.0,183.0,0.0,4.0,7.0,2.0
00-0038128,Malik Willis,QB,MIA,5200,44132584,17.0173,17.0173,1.0,0.7099185290380446,12.080902766030338,SF,15.83,45.0,1.0,1.0,7.6412,statline_mc+recal_10_4b,4.124679294409839,22.13240157034132,32.50525,174.56418836702773,0.83175,4.1315,13.478983095525397,0.14775,0.0,0.0,0.0,0.0,11.782965844233653,0.2979369217966869,13.0,,56.05942091616249,0.5220502013201438,0.6059885340240182,,classic,True,12.48,dk_classic_wk2_main_20Sep2026,2,main,11.782965844233653,5-6k,00-0038128_2,23.0,197.0,1.0,2.0,6.0,0.0
00-0023459,Aaron Rodgers,QB,PIT,5100,44132585,14.9674,14.9674,1.0,0.8108229314597502,12.135924348985055,NE,18.08,41.5,1.0,1.0,7.6788,statline_mc+recal_10_4b,3.846361568618467,22.39314160592609,35.70775,182.63229184344823,1.16275,2.3185,7.13284322732725,0.07725,0.0,0.0,0.0,0.0,12.508825996470655,-0.3729016474855982,14.1,,53.138677614520304,0.5274239717504206,0.4918808653592209,,classic,True,5.98,dk_classic_wk2_main_20Sep2026,2,main,12.508825996470655,5-6k,00-0023459_2,39.0,187.0,0.0,1.0,5.0,0.0
00-0029604,Kirk Cousins,QB,LV,5000,44132588,14.8868,14.8868,1.0,0.8269676358472232,12.310889202237115,LAC,18.44,43.5,1.0,1.0,7.7561,statline_mc+recal_10_4b,3.124513667553556,23.103818490136696,32.85975,173.16859174406272,1.50575,2.68625,7.69074389929839,0.09475,0.0,0.0,0.0,0.0,13.505568059692347,-1.1946788574552318,11.3,,56.13785652549697,0.4944073060332941,0.6093931394805442,,classic,True,21.22,dk_classic_wk2_main_20Sep2026,2,main,13.505568059692347,5-6k,00-0029604_2,29.0,253.0,3.0,4.0,1.0,0.0
00-0030565,Geno Smith,QB,NYJ,4800,44132591,13.4953,13.4953,1.0,0.922042006129008,12.443245800092264,GB,20.56,44.39,1.0,1.0,7.8118,statline_mc+recal_10_4b,2.6238240483251847,24.60332687110713,31.49525,224.28275133041444,1.098,3.32475,11.75871343181569,0.119,0.0,0.0,0.0,0.0,15.007681396398146,-2.5644355963058807,13.0,,61.5881158167675,0.5923688008421454,0.8994359492110957,,classic,True,15.58,dk_classic_wk2_main_20Sep2026,2,main,15.007681396398146,4-5k,00-0030565_2,41.0,247.0,1.0,5.0,17.0,0.0
00-0033119,Jacoby Brissett,QB,ARI,5000,44132587,15.2088,15.2088,1.0,0.8283130278795126,12.597675596313731,SEA,18.47,40.89,1.0,1.0,7.7683,statline_mc+recal_10_4b,3.443476986117189,23.743928401649264,34.16575,205.85786226971376,1.14125,3.44425,11.38186813485178,0.1155,0.0,0.0,0.0,0.0,14.153251304273727,-1.5555757079599974,18.0,,54.4585566119274,0.6453151751340477,0.5405102575745047,,classic,True,7.5,dk_classic_wk2_main_20Sep2026,2,main,14.153251304273727,5-6k,00-0033119_2,28.0,95.0,1.0,1.0,7.0,0.0
00-0040743,Tyler Shough,QB,NO,5300,44132583,17.8447,17.8447,1.0,0.8310038119440915,14.82898668845759,BAL,18.53,45.67,1.0,1.0,7.9244,statline_mc+recal_10_4b,3.894442024463469,27.6540575759608,40.87475,244.7736897279081,1.651,2.546,8.524890025610686,0.087,0.0,0.0,0.0,0.0,17.38768659167739,-2.5586999032198,15.6,,69.48262748487468,0.7134219971662522,1.5807608082457378,,classic,True,22.38,dk_classic_wk2_main_20Sep2026,2,main,17.38768659167739,5-6k,00-0040743_2,34.0,252.0,1.0,9.0,23.0,1.0
00-0039732,Bo Nix,QB,DEN,5700,44132578,14.2073,14.2073,1.0,1.079901337917632,15.342454420626272,JAX,24.08,45.44,1.0,1.0,7.9096,statline_mc+recal_10_4b,5.001968947490971,28.661142006370024,32.51925,215.46923027066663,1.509,2.7205,11.698976811662703,0.118,0.0,0.0,0.0,0.0,16.140916891992937,-0.7984624713666655,19.7,,77.91832324978392,0.919044456413302,2.887687338400164,,classic,True,15.12,dk_classic_wk2_main_20Sep2026,2,main,16.140916891992937,5-6k,00-0039732_2,31.0,288.0,1.0,5.0,6.0,0.0
00-0034855,Baker Mayfield,QB,TB,5600,44132579,14.0308,14.0308,1.0,1.1175723148217356,15.68041903198681,CLE,24.92,41.5,1.0,1.0,7.9526,statline_mc+recal_10_4b,4.705595661479597,28.945466208515025,31.54525,247.4419949319688,1.211,3.51725,17.063505694749402,0.18575,0.0,0.0,0.0,0.0,17.505780366753694,-1.825361334766884,17.2,4.9,75.09148444252378,2.423800810605564,2.359710389471311,,classic,True,13.18,dk_classic_wk2_main_20Sep2026,2,main,17.505780366753694,5-6k,00-0034855_2,34.0,182.0,1.0,4.0,29.0,0.0
00-0039163,C.J. Stroud,QB,HOU,5500,44132580,15.2795,15.2795,1.0,1.076313625831527,16.445492996771627,CIN,24.0,45.5,1.0,1.0,8.0756,statline_mc+recal_10_4b,4.193484347590841,31.582002625281287,35.6135,275.2062731316512,1.81025,1.93225,8.999839063739325,0.08725,0.0,0.0,0.0,0.0,19.835234831639976,-3.389741834868349,15.0,9.5,81.48595505617978,6.3213936269608615,3.7258193827182655,,classic,True,20.02,dk_classic_wk2_main_20Sep2026,2,main,19.835234831639976,5-6k,00-0039163_2,55.0,353.0,0.0,3.0,29.0,0.0
00-0039851,Drake Maye,QB,NE,6100,44132574,16.0089,16.0089,1.0,1.050302713207265,16.814140240518718,PIT,23.42,41.5,1.0,1.0,7.9718,statline_mc+recal_10_4b,5.922187252316924,30.121715648144185,33.23225,220.0045216838941,1.50375,3.91875,18.92272266559557,0.15675,0.0,0.0,0.0,0.0,17.058203133915317,-0.2440628933965989,20.9,6.0,71.4318496110631,4.6955192772767935,1.8169084578596184,,classic,True,9.02,dk_classic_wk2_main_20Sep2026,2,main,17.058203133915317,6-7.5k,00-0039851_2,22.0,208.0,0.0,4.0,17.0,0.0
00-0036971,Trevor Lawrence,QB,JAX,5800,44132577,17.7992,17.7992,1.0,0.9579191269900588,17.050162510919257,DEN,21.36,45.44,1.0,1.0,8.0565,statline_mc+recal_10_4b,5.193009401301828,32.23872435575679,31.2765,252.78634635381587,2.0,1.92075,7.520814036565376,0.08225,0.0,0.0,0.0,0.0,19.396035257809174,-2.3458727468899205,21.0,,73.42757130509939,2.046419439612207,2.0952815940880423,,classic,True,7.16,dk_classic_wk2_main_20Sep2026,2,main,19.396035257809174,5-6k,00-0036971_2,29.0,189.0,0.0,2.0,6.0,0.0
00-0039150,Bryce Young,QB,CAR,5400,44132582,16.5305,16.5305,1.0,1.0314672247552132,17.050662732494786,ATL,23.0,43.5,1.0,1.0,8.1283,statline_mc+recal_10_4b,3.836346839796788,32.8011030975377,35.15775,304.93894788386274,1.94525,2.03225,8.585009648059438,0.10125,0.0,0.0,0.0,0.0,21.80355888016045,-4.752896147665666,15.4,,73.50034572169405,1.9672799477185463,2.1062015869035644,,classic,True,24.08,dk_classic_wk2_main_20Sep2026,2,main,21.80355888016045,5-6k,00-0039150_2,36.0,287.0,3.0,1.0,6.0,0.0
00-0036355,Justin Herbert,QB,LAC,6000,44132575,15.8703,15.8703,1.0,1.1238508109724192,17.835794352741246,LV,25.06,43.5,1.0,1.0,8.0804,statline_mc+recal_10_4b,5.467078778650038,32.50048659640707,31.92375,265.8173609813606,1.5875,3.7595,18.69928105653486,0.17775,0.0,0.0,0.0,0.0,19.967122544907905,-2.13132819216666,19.1,,80.5791702679343,2.8150567744617656,3.4921460250910585,,classic,True,9.88,dk_classic_wk2_main_20Sep2026,2,main,19.967122544907905,6-7.5k,00-0036355_2,27.0,192.0,1.0,3.0,2.0,0.0
00-0039910,Jayden Daniels,QB,WAS,6300,44132572,17.0605,17.0605,1.0,1.050302713207265,17.918652369443194,DAL,23.42,50.89,1.0,1.0,8.001,statline_mc+recal_10_4b,6.424257378151745,31.78270499085052,36.13525,231.9470214943236,1.80925,2.99725,13.830741968353683,0.1135,0.0,0.0,0.0,0.0,18.349455056608317,-0.4308026871651194,17.0,11.6,84.93301642178047,3.19576283688355,4.765990880038457,,classic,True,14.74,dk_classic_wk2_main_20Sep2026,2,main,18.349455056608317,6-7.5k,00-0039910_2,17.0,96.0,1.0,7.0,69.0,0.0
00-0036264,Jordan Love,QB,GB,5900,44132576,16.885,16.885,1.0,1.0686897376485536,18.0448677518328,NYJ,23.83,44.39,1.0,1.0,8.0989,statline_mc+recal_10_4b,5.130361957241853,32.81626235109373,36.534,318.5703477587784,1.76575,1.1375,4.918320147919572,0.047,0.0,0.0,0.0,0.0,21.040895925143094,-2.9960281733102967,17.6,5.6,80.37048401037165,8.970898996377828,3.4404775791071573,,classic,True,13.8,dk_classic_wk2_main_20Sep2026,2,main,21.040895925143094,5-6k,00-0036264_2,29.0,145.0,2.0,0.0,0.0,0.0
00-0036442,Joe Burrow,QB,CIN,6600,44132570,18.8139,18.8139,1.0,0.9641976231407428,18.14035348940123,HOU,21.5,45.5,1.0,1.0,7.9313,statline_mc+recal_10_4b,7.561484084429936,31.32054905094694,34.9125,241.0669393169859,1.3985,3.101,12.684256091382393,0.1285,0.0,0.0,0.0,0.0,17.045353181817678,1.095000307583554,18.2,,76.96737251512532,2.280012724105652,2.698054345233018,,classic,True,16.18,dk_classic_wk2_main_20Sep2026,2,main,17.045353181817678,6-7.5k,00-0036442_2,31.0,207.0,2.0,1.0,-1.0,0.0
00-0033077,Dak Prescott,QB,DAL,6400,44132571,15.7585,15.7585,1.0,1.231930637566335,19.41343887201357,WAS,27.47,50.89,1.0,1.0,8.1165,statline_mc+recal_10_4b,6.461928638891727,34.750648299188285,35.6955,270.8821643788165,2.1175,2.1405,11.066711310944545,0.10775,0.0,0.0,0.0,0.0,21.123707706247117,-1.710268834233542,20.2,18.2,94.28046672428694,11.65592767684192,9.29224783792986,,classic,True,29.76,dk_classic_wk2_main_20Sep2026,2,main,21.123707706247117,6-7.5k,00-0033077_2,31.0,279.0,4.0,4.0,26.0,0.0
00-0036389,Jalen Hurts,QB,PHI,6700,44132569,18.8795,18.8795,1.0,1.0462665371103967,19.752989021835205,TEN,23.33,39.5,1.0,1.0,8.0903,statline_mc+recal_10_4b,7.36583809859041,34.4847643577824,30.327,241.45956079664384,1.8425,4.44075,20.12625642546951,0.19325,0.0,0.0,0.0,0.0,20.085758074412706,-0.3327690525775004,19.1,,72.3472342264477,1.973569893037972,1.9396761431218932,,classic,True,18.16,dk_classic_wk2_main_20Sep2026,2,main,20.085758074412706,6-7.5k,00-0036389_2,37.0,264.0,2.0,5.0,16.0,0.0
00-0037834,Brock Purdy,QB,SF,6200,44132573,15.7648,15.7648,1.0,1.3081695193960683,20.623079426199556,MIA,29.17,45.0,1.0,1.0,8.2709,statline_mc+recal_10_4b,5.5337260899822045,38.58476131290767,34.31825,296.2629958639151,2.43875,3.64275,20.962575221655737,0.18975,0.0,0.0,0.0,0.0,25.05877735672218,-4.435697930522629,20.1,24.6,90.85198789974068,15.9665049826715,7.273874855985827,,classic,True,28.48,dk_classic_wk2_main_20Sep2026,2,main,25.05877735672218,6-7.5k,00-0037834_2,22.0,287.0,2.0,3.0,30.0,1.0
00-0039918,Caleb Williams,QB,CHI,6800,44132568,18.8299,18.8299,1.0,1.1660064279841542,21.955821398561213,MIN,26.0,47.5,1.0,1.0,8.2444,statline_mc+recal_10_4b,7.512983429923901,39.03853692339776,33.68875,301.87590924512125,1.89975,4.8055,26.26287136015401,0.2985,0.0,0.0,0.0,0.0,24.459073505820253,-2.503252107259041,19.8,,94.350172860847,3.7754470108152782,9.338629401865209,,classic,True,8.72,dk_classic_wk2_main_20Sep2026,2,main,24.459073505820253,6-7.5k,00-0039918_2,26.0,138.0,0.0,5.0,42.0,0.0
