team,team_attempts,team_carries,team_targets,hist_attempts,hist_carries,hist_targets,recent_attempts,recent_carries,recent_targets,team_attempts_history,team_carries_history,team_targets_history
ARI,34.46232142,24.714652113333333,33.29059562,65.0,51.0,63.0,65.0,51.0,63.0,31.750000000000004,24.083333333333336,30.583333333333336
ATL,32.12223066333333,27.733609803333334,30.703146880000006,54.0,63.0,50.0,54.0,63.0,50.0,27.833333333333336,31.583333333333336,26.000000000000004
BAL,34.67244965,27.60982053,33.25149458,56.0,59.0,53.0,56.0,59.0,53.0,28.500000000000004,28.25,26.916666666666668
BUF,34.56429758666667,28.46025556,33.0682554,60.0,57.0,56.0,60.0,57.0,56.0,30.16666666666667,29.75,28.000000000000004
CAR,34.39762019333333,26.535331310000004,32.636071279999996,74.0,44.0,66.0,74.0,44.0,66.0,36.833333333333336,22.0,32.833333333333336
CHI,32.96830548,28.816310363333333,30.982885239999998,64.0,70.0,56.0,64.0,70.0,56.0,32.5,34.333333333333336,28.333333333333336
CIN,33.324193216666664,27.404572286666667,32.58225122,66.0,50.0,65.0,66.0,50.0,65.0,32.66666666666667,24.666666666666668,32.25
CLE,31.459093726666666,26.745157773333336,30.630567559999996,52.0,45.0,52.0,52.0,45.0,52.0,26.666666666666668,22.583333333333336,26.666666666666668
DAL,35.79039725,23.21628872,34.42517622,65.0,39.0,61.0,65.0,39.0,61.0,32.25,19.75,30.583333333333336
DEN,33.17592399,25.06874145333333,31.8838916,59.0,43.0,56.0,59.0,43.0,56.0,29.750000000000004,22.583333333333336,28.166666666666668
DET,36.26068696666667,25.73118378666667,35.77457822,77.0,53.0,77.0,77.0,53.0,77.0,38.41666666666667,25.416666666666668,38.41666666666667
GB,33.997351396666666,25.283278780000003,33.17671574,71.0,39.0,69.0,71.0,39.0,69.0,34.41666666666667,19.25,33.583333333333336
HOU,37.94954485,27.485818243333338,36.58310986,94.0,50.0,87.0,94.0,50.0,87.0,48.50000000000001,23.833333333333336,44.583333333333336
IND,32.8763408,26.077529840000004,31.719500940000003,62.0,52.0,59.0,62.0,52.0,59.0,31.000000000000004,27.0,29.583333333333336
JAX,32.27010055,26.726637213333333,30.953529980000003,52.0,56.0,49.0,52.0,56.0,49.0,26.5,27.333333333333336,25.083333333333336
KC,35.960674356666665,30.34940778,34.50865716,74.0,67.0,68.0,74.0,67.0,68.0,38.66666666666667,32.75,35.5
LA,33.16219532,27.88448654666667,32.08647502,59.0,57.0,57.0,59.0,57.0,57.0,29.750000000000004,28.41666666666667,28.75
LAC,33.69850362,24.897514856666668,32.52887618,54.0,53.0,53.0,54.0,53.0,53.0,27.0,27.416666666666668,26.416666666666668
LV,32.75786862666667,27.737093113333334,31.849595200000003,59.0,66.0,58.0,59.0,66.0,58.0,29.416666666666668,32.333333333333336,29.0
MIA,31.972518206666667,24.06118338666667,30.9612458,50.0,47.0,50.0,50.0,47.0,50.0,24.666666666666668,24.416666666666668,24.666666666666668
MIN,30.12742102666667,27.900207280000004,28.828179,44.0,62.0,42.0,44.0,62.0,42.0,21.666666666666668,30.500000000000004,20.666666666666668
NE,32.31194880333334,26.684069870000005,30.964776560000004,55.0,59.0,52.0,55.0,59.0,52.0,26.583333333333336,29.250000000000004,25.166666666666668
NO,36.737118726666665,27.125007886666673,35.52794084,90.0,52.0,84.0,90.0,52.0,84.0,43.16666666666667,26.16666666666667,40.333333333333336
NYG,32.03238794,29.13407294666667,31.406957660000003,61.0,58.0,61.0,61.0,58.0,61.0,30.75,27.666666666666668,30.75
NYJ,35.001144866666664,27.306141880000002,33.21576778,65.0,66.0,59.0,65.0,66.0,59.0,33.91666666666667,32.0,30.583333333333336
PHI,32.787166830000004,28.318176053333335,31.21574488,62.0,57.0,56.0,62.0,57.0,56.0,32.0,29.083333333333336,29.000000000000004
PIT,35.60803236666666,24.36459729666667,34.10579928,81.0,44.0,74.0,81.0,44.0,74.0,40.41666666666667,22.166666666666668,37.0
SEA,30.536439486666666,29.258614380000004,29.74391952,50.0,62.0,50.0,50.0,62.0,50.0,25.166666666666668,32.5,25.166666666666668
SF,33.012956519999996,28.736095220000003,31.97458426,56.0,57.0,55.0,56.0,57.0,55.0,27.0,28.25,26.416666666666668
TB,33.00616664,25.914103636666667,32.009226,62.0,45.0,60.0,62.0,45.0,60.0,31.500000000000004,22.916666666666668,30.5
TEN,30.380600540000003,25.62261247,28.430430300000005,52.0,43.0,45.0,52.0,43.0,45.0,25.0,22.75,21.583333333333336
WAS,33.32650107333333,27.05956887,31.897190100000003,69.0,64.0,63.0,69.0,64.0,63.0,34.583333333333336,32.0,31.91666666666667
