player_id,player_name,position,team,salary,site_player_id,season_avg,recent_form,matchup_factor,vegas_factor,final_projection,opponent,implied_total,over_under,games_played,participation_effective,sigma,sigma_source,statline_p10,statline_p90,proj_pass_att,proj_pass_yd,proj_pass_td,proj_rush_att,proj_rush_yd,proj_rush_td,proj_targets,proj_rec,proj_rec_yd,proj_rec_td,engine_projection,stack_delta,dk_avg_ppg,ffc_own_pct,chalk_score,estimated_ownership_pct,estimated_ownership_pct_heuristic,roster_role,slate_format,ownership_available
00-0034857,Josh Allen,QB,BUF,8000,44220217,22.7894,22.7894,1.0,1.292883916162453,29.464061692007,LAC,28.78,50.28,2.0,1.0,8.5623,statline_mc+recal_10_4b,9.911775608149938,51.18785912795726,34.6155,383.01311216973806,2.55725,7.32225,40.49604190785378,0.6095,0.0,0.0,0.0,0.0,34.1966286775749,-4.7325669855679,39.7,7.7,97.9787234042553,22.08091660757941,14.730593331560241,,classic,True
00-0034796,Lamar Jackson,QB,BAL,7500,44220218,20.0216,20.0216,1.0,1.2564962868333498,25.15700465945514,DAL,27.97,52.56,2.0,1.0,8.3284,statline_mc+recal_10_4b,8.99080969656042,42.88887612455168,34.58925,384.8549578995557,1.8445,3.976,23.547922791343993,0.23575,0.0,0.0,0.0,0.0,27.477490595116628,-2.3204859356614875,22.4,,94.94122116931878,3.409017595129259,11.857517620580525,,classic,True
00-0039139,Jahmyr Gibbs,RB,DET,8800,44220302,20.0658,20.0658,1.0,1.2142686676119216,24.365234651055353,NYJ,27.03,47.5,2.0,1.0,10.1061,statline_mc+recal_10_4b,5.73407259508866,48.73967080360765,0.0,0.0,0.0,17.521,95.13654099302767,0.719,5.80475,4.51325,41.77141073098888,0.22525,24.993545172401657,-0.6283105213463038,30.5,55.4,93.33878434352464,43.91068358173978,21.55725198398951,,classic,True
00-0038543,Jaxon Smith-Njigba,WR,SEA,8600,44220610,21.4841,21.4841,1.0,1.0583858604860108,22.738492490391966,WAS,23.56,40.17,2.0,1.0,10.2807,statline_mc+recal_10_4b,6.065035140920159,47.39273086661613,0.0,0.0,0.0,0.0385,0.2110737833515267,0.00225,10.31925,6.89275,100.70385866974708,0.7315,22.26099324530986,0.4774992450821074,37.4,20.0,80.80322533010103,31.96675756208836,5.5876572906727695,,classic,True
00-0037834,Brock Purdy,QB,SF,6500,44220221,17.6314,17.6314,1.0,1.267727036626283,22.351740939110165,ARI,28.22,47.83,2.0,1.0,8.3437,statline_mc+recal_10_4b,6.310710788496971,40.41075874315706,33.04025,337.83548256855715,2.4915,3.1735,19.03351027210227,0.1875,0.0,0.0,0.0,0.0,27.158020329952514,-4.806279390842349,25.3,24.6,92.63212944752368,15.14095257240504,10.054566825721349,,classic,True
00-0038134,Kenneth Walker III,RB,KC,7400,44220310,17.1484,17.1484,1.0,1.291536226187301,22.147775855614107,MIA,28.75,46.11,2.0,1.0,10.2985,statline_mc+recal_10_4b,2.5254959779916835,47.53467753299964,0.0,0.0,0.0,16.656,112.41492826654434,0.57625,6.18525,4.30975,44.562219459215775,0.25125,26.27896477257601,-4.131188916961904,32.0,23.2,92.92843733237977,36.938639393312,20.76788919588084,,classic,True
00-0036963,Amon-Ra St. Brown,WR,DET,7900,44220614,17.8845,17.8845,1.0,1.2142686676119216,21.716570517218372,NYJ,27.03,47.5,2.0,1.0,10.5077,statline_mc+recal_10_4b,4.067148048984062,46.98525222251459,0.0,0.0,0.0,0.0405,0.23466386532329653,0.002,11.0965,7.204,104.33802654721104,0.89575,23.964519041253435,-2.2479485240350634,33.5,36.5,93.0416902526365,35.559695456292744,11.478432173647175,,classic,True
00-0033873,Patrick Mahomes,QB,KC,6200,44220223,16.6508,16.6508,1.0,1.291536226187301,21.505092327295785,MIA,28.75,46.11,2.0,1.0,8.3276,statline_mc+recal_10_4b,5.6355586336799295,39.32181007001968,35.858,341.72380684459125,2.499,3.02175,16.155279417343092,0.18575,0.0,0.0,0.0,0.0,27.05073021551796,-5.545637888222174,27.3,28.4,92.1391717325228,16.652974202786,9.706693280382089,,classic,True
00-0033077,Dak Prescott,QB,DAL,6700,44220219,19.0691,19.0691,1.0,1.1042073196411777,21.056213370576312,BAL,24.58,52.56,2.0,1.0,8.2019,statline_mc+recal_10_4b,7.354027735062031,37.34600645119649,35.6435,275.99880443102364,2.444,2.90325,14.082798158929737,0.11975,0.0,0.0,0.0,0.0,23.02898199313392,-1.9727686225576093,22.6,,91.39500268192381,2.848728496345448,9.204207755911357,,classic,True
00-0033106,Jared Goff,QB,DET,6300,44220222,17.1003,17.1003,1.0,1.2142686676119216,20.764314454328044,NYJ,27.03,47.5,2.0,1.0,8.2601,statline_mc+recal_10_4b,5.9288889770832665,37.90005635586866,36.2585,310.3470323043019,2.51425,2.34875,11.032651632899292,0.12075,0.0,0.0,0.0,0.0,24.776146455462,-4.011832001133957,24.6,10.9,88.2780708027892,10.616341534851866,7.367089768923766,,classic,True
